Employee;Week;Hours
Kim;W30.2023;8
Kim;W31.2023;8
Kim;W32.2023;8
Kim;W33.2023;8
Kim;W34.2023;8
Kim;W35.2023;8
Kim;W36.2023;8
Kim;W37.2023;8
Kim;W38.2023;8
Kim;W39.2023;8
Kim;W40.2023;8
Kim;W41.2023;8
Kim;W42.2023;8
Kim;W43.2023;8
Kim;W44.2023;8
Kim;W45.2023;8
Kim;W46.2023;8
Kim;W47.2023;8
Kim;W48.2023;8
Kim;W49.2023;32
Kim;W50.2023;32
Kim;W51.2023;32
Kim;W52.2023;32
Martijn;W01.2022;16
Martijn;W02.2022;16
Martijn;W03.2022;16
Martijn;W04.2022;16
Martijn;W05.2022;16
Martijn;W06.2022;16
Martijn;W07.2022;16
Martijn;W08.2022;16
Martijn;W09.2022;16
Martijn;W10.2022;16
Martijn;W11.2022;16
Martijn;W12.2022;16
Martijn;W13.2022;16
Martijn;W14.2022;16
Martijn;W15.2022;16
Martijn;W16.2022;16
Martijn;W17.2022;16
Martijn;W18.2022;16
Martijn;W19.2022;16
Martijn;W20.2022;16
Martijn;W21.2022;16
Martijn;W22.2022;16
Martijn;W23.2022;16
Martijn;W24.2022;16
Martijn;W25.2022;16
Martijn;W26.2022;16
Martijn;W27.2022;16
Martijn;W28.2022;16
Martijn;W29.2022;16
Martijn;W30.2022;16
Martijn;W31.2022;16
Martijn;W32.2022;16
Martijn;W33.2022;16
Martijn;W34.2022;16
Martijn;W35.2022;16
Martijn;W36.2022;16
Martijn;W37.2022;16
Martijn;W38.2022;16
Martijn;W39.2022;16
Martijn;W40.2022;16
Martijn;W41.2022;16
Martijn;W42.2022;16
Martijn;W43.2022;16
Martijn;W44.2022;16
Martijn;W45.2022;16
Martijn;W46.2022;16
Martijn;W47.2022;16
Martijn;W48.2022;16
Martijn;W49.2022;16
Martijn;W50.2022;16
Martijn;W51.2022;16
Martijn;W52.2022;16
Martijn;W01.2023;16
Martijn;W02.2023;16
Martijn;W03.2023;16
Martijn;W04.2023;16
Martijn;W05.2023;16
Martijn;W06.2023;16
Martijn;W07.2023;16
Martijn;W08.2023;16
Martijn;W09.2023;16
Martijn;W10.2023;16
Martijn;W11.2023;16
Martijn;W12.2023;16
Martijn;W13.2023;16
Martijn;W14.2023;16
Martijn;W15.2023;16
Martijn;W16.2023;16
Martijn;W17.2023;16
Martijn;W18.2023;16
Martijn;W19.2023;32
Martijn;W20.2023;32
Martijn;W21.2023;32
Martijn;W22.2023;32
Martijn;W23.2023;32
Martijn;W24.2023;32
Martijn;W25.2023;32
Martijn;W26.2023;32
Martijn;W27.2023;32
Martijn;W28.2023;32
Martijn;W29.2023;32
Martijn;W30.2023;32
Martijn;W31.2023;32
Martijn;W32.2023;32
Martijn;W33.2023;32
Martijn;W34.2023;32
Martijn;W35.2023;32
Martijn;W36.2023;32
Martijn;W37.2023;32
Martijn;W38.2023;32
Martijn;W39.2023;32
Martijn;W40.2023;32
Martijn;W41.2023;32
Martijn;W42.2023;32
Martijn;W43.2023;32
Martijn;W44.2023;32
Martijn;W45.2023;32
Martijn;W46.2023;32
Martijn;W47.2023;32
Martijn;W48.2023;32
Martijn;W49.2023;32
Martijn;W50.2023;32
Martijn;W51.2023;32
Martijn;W52.2023;32
George;W01.2022;16
George;W02.2022;16
George;W03.2022;16
George;W04.2022;16
George;W05.2022;16
George;W06.2022;16
George;W07.2022;16
George;W08.2022;16
George;W09.2022;16
George;W10.2022;16
George;W11.2022;16
George;W12.2022;16
George;W13.2022;16
George;W14.2022;16
George;W15.2022;16
George;W16.2022;16
George;W17.2022;16
George;W18.2022;16
George;W19.2022;16
George;W20.2022;16
George;W21.2022;16
George;W22.2022;16
George;W23.2022;16
George;W24.2022;16
George;W25.2022;16
George;W26.2022;16
George;W27.2022;16
George;W28.2022;16
George;W29.2022;16
George;W30.2022;16
George;W31.2022;16
George;W32.2022;16
George;W33.2022;16
George;W34.2022;16
George;W35.2022;16
George;W36.2022;16
George;W37.2022;16
George;W38.2022;32
George;W39.2022;32
George;W40.2022;32
George;W41.2022;32
George;W42.2022;32
George;W43.2022;32
George;W44.2022;32
George;W45.2022;32
George;W46.2022;32
George;W47.2022;32
George;W48.2022;32
George;W49.2022;32
George;W50.2022;32
George;W51.2022;32
George;W52.2022;32
George;W01.2023;32
George;W02.2023;32
George;W03.2023;32
George;W04.2023;32
George;W05.2023;32
George;W06.2023;32
George;W07.2023;32
George;W08.2023;32
George;W09.2023;32
George;W10.2023;32
George;W11.2023;32
George;W12.2023;32
George;W13.2023;32
George;W14.2023;32
George;W15.2023;32
George;W16.2023;32
George;W17.2023;32
George;W18.2023;32
George;W19.2023;32
George;W20.2023;32
George;W21.2023;32
George;W22.2023;32
George;W23.2023;32
George;W24.2023;32
George;W25.2023;32
George;W26.2023;32
George;W27.2023;32
George;W28.2023;32
George;W29.2023;32
George;W30.2023;32
George;W31.2023;32
George;W32.2023;32
George;W33.2023;32
George;W34.2023;32
George;W35.2023;32
George;W36.2023;32
George;W37.2023;32
George;W38.2023;32
George;W39.2023;32
George;W40.2023;32
George;W41.2023;32
George;W42.2023;32
George;W43.2023;32
George;W44.2023;32
George;W45.2023;32
George;W46.2023;32
George;W47.2023;32
George;W48.2023;32
George;W49.2023;32
George;W50.2023;32
George;W51.2023;32
George;W52.2023;32
Machteld;W01.2022;24
Machteld;W02.2022;24
Machteld;W03.2022;24
Machteld;W04.2022;24
Machteld;W05.2022;24
Machteld;W06.2022;24
Machteld;W07.2022;24
Machteld;W08.2022;24
Machteld;W09.2022;24
Machteld;W10.2022;24
Machteld;W11.2022;24
Machteld;W12.2022;24
Machteld;W13.2022;24
Machteld;W14.2022;24
Machteld;W15.2022;24
Machteld;W16.2022;24
Machteld;W17.2022;24
Machteld;W18.2022;24
Machteld;W19.2022;24
Machteld;W20.2022;24
Machteld;W21.2022;24
Machteld;W22.2022;24
Machteld;W23.2022;24
Machteld;W24.2022;24
Machteld;W25.2022;24
Machteld;W26.2022;24
Machteld;W27.2022;24
Machteld;W28.2022;24
Machteld;W29.2022;24
Machteld;W30.2022;24
Machteld;W31.2022;24
Machteld;W32.2022;24
Machteld;W33.2022;24
Machteld;W34.2022;24
Machteld;W35.2022;24
Machteld;W36.2022;24
Machteld;W37.2022;24
Machteld;W38.2022;24
Machteld;W39.2022;24
Machteld;W40.2022;24
Machteld;W41.2022;24
Machteld;W42.2022;24
Machteld;W43.2022;24
Machteld;W44.2022;24
Machteld;W45.2022;24
Machteld;W46.2022;24
Machteld;W47.2022;24
Machteld;W48.2022;24
Machteld;W49.2022;24
Machteld;W50.2022;24
Machteld;W51.2022;24
Machteld;W52.2022;24
Machteld;W01.2023;24
Machteld;W02.2023;24
Machteld;W03.2023;24
Machteld;W04.2023;24
Machteld;W05.2023;24
Machteld;W06.2023;24
Machteld;W07.2023;24
Machteld;W08.2023;24
Machteld;W09.2023;24
Machteld;W10.2023;24
Machteld;W11.2023;24
Machteld;W12.2023;24
Machteld;W13.2023;24
Machteld;W14.2023;24
Machteld;W15.2023;24
Machteld;W16.2023;24
Machteld;W17.2023;24
Machteld;W18.2023;24
Machteld;W19.2023;24
Machteld;W20.2023;24
Machteld;W21.2023;24
Machteld;W22.2023;24
Machteld;W23.2023;24
Machteld;W24.2023;24
Machteld;W25.2023;24
Machteld;W26.2023;8
Machteld;W27.2023;8
Machteld;W28.2023;8
Machteld;W29.2023;8
Machteld;W30.2023;8
Machteld;W31.2023;8
Machteld;W32.2023;8
Machteld;W33.2023;8
Machteld;W34.2023;8
Machteld;W35.2023;8
Machteld;W36.2023;8
Machteld;W37.2023;8
Machteld;W38.2023;8
Machteld;W39.2023;8
Machteld;W40.2023;8
Machteld;W41.2023;8
Machteld;W42.2023;8
Machteld;W43.2023;8
Machteld;W44.2023;8
Machteld;W45.2023;8
Machteld;W46.2023;8
Machteld;W47.2023;8
Machteld;W48.2023;8
Machteld;W49.2023;8
Machteld;W50.2023;8
Machteld;W51.2023;8
Machteld;W52.2023;8
Jan-Peter;W01.2022;32
Jan-Peter;W02.2022;32
Jan-Peter;W03.2022;40
Jan-Peter;W04.2022;40
Jan-Peter;W05.2022;40
Jan-Peter;W06.2022;40
Jan-Peter;W07.2022;40
Jan-Peter;W08.2022;40
Jan-Peter;W09.2022;40
Jan-Peter;W10.2022;40
Jan-Peter;W11.2022;40
Jan-Peter;W12.2022;40
Jan-Peter;W13.2022;40
Jan-Peter;W14.2022;40
Jan-Peter;W15.2022;40
Jan-Peter;W16.2022;40
Jan-Peter;W17.2022;40
Jan-Peter;W18.2022;40
Jan-Peter;W19.2022;40
Jan-Peter;W20.2022;40
Jan-Peter;W21.2022;40
Jan-Peter;W22.2022;40
Jan-Peter;W23.2022;40
Jan-Peter;W24.2022;40
Jan-Peter;W25.2022;40
Jan-Peter;W26.2022;40
Jan-Peter;W27.2022;40
Jan-Peter;W28.2022;40
Jan-Peter;W29.2022;40
Jan-Peter;W30.2022;40
Jan-Peter;W31.2022;40
Jan-Peter;W32.2022;40
Jan-Peter;W33.2022;40
Jan-Peter;W34.2022;40
Jan-Peter;W35.2022;40
Jan-Peter;W36.2022;40
Jan-Peter;W37.2022;40
Jan-Peter;W38.2022;40
Jan-Peter;W39.2022;40
Jan-Peter;W40.2022;40
Jan-Peter;W41.2022;40
Jan-Peter;W42.2022;40
Jan-Peter;W43.2022;40
Jan-Peter;W44.2022;40
Jan-Peter;W45.2022;40
Jan-Peter;W46.2022;40
Jan-Peter;W47.2022;40
Jan-Peter;W48.2022;40
Jan-Peter;W49.2022;40
Jan-Peter;W50.2022;40
Jan-Peter;W51.2022;40
Jan-Peter;W52.2022;40
Jan-Peter;W01.2023;40
Jan-Peter;W02.2023;40
Jan-Peter;W03.2023;40
Jan-Peter;W04.2023;40
Jan-Peter;W05.2023;40
Jan-Peter;W06.2023;40
Jan-Peter;W07.2023;40
Jan-Peter;W08.2023;40
Jan-Peter;W09.2023;40
Jan-Peter;W10.2023;40
Jan-Peter;W11.2023;40
Jan-Peter;W12.2023;40
Jan-Peter;W13.2023;40
Jan-Peter;W14.2023;40
Jan-Peter;W15.2023;40
Jan-Peter;W16.2023;40
Jan-Peter;W17.2023;40
Jan-Peter;W18.2023;40
Jan-Peter;W19.2023;40
Jan-Peter;W20.2023;40
Jan-Peter;W21.2023;40
Jan-Peter;W22.2023;40
Jan-Peter;W23.2023;40
Jan-Peter;W24.2023;40
Jan-Peter;W25.2023;40
Jan-Peter;W26.2023;40
Jan-Peter;W27.2023;40
Jan-Peter;W28.2023;40
Jan-Peter;W29.2023;40
Jan-Peter;W30.2023;40
Jan-Peter;W31.2023;40
Jan-Peter;W32.2023;40
Jan-Peter;W33.2023;40
Jan-Peter;W34.2023;40
Jan-Peter;W35.2023;40
Jan-Peter;W36.2023;40
Jan-Peter;W37.2023;40
Jan-Peter;W38.2023;40
Jan-Peter;W39.2023;40
Jan-Peter;W40.2023;40
Jan-Peter;W41.2023;40
Jan-Peter;W42.2023;40
Jan-Peter;W43.2023;32
Jan-Peter;W44.2023;32
Jan-Peter;W45.2023;32
Jan-Peter;W46.2023;32
Jan-Peter;W47.2023;32
Jan-Peter;W48.2023;32
Jan-Peter;W49.2023;32
Jan-Peter;W50.2023;32
Jan-Peter;W51.2023;32
Jan-Peter;W52.2023;32
Edgar;W01.2022;24
Edgar;W02.2022;24
Edgar;W03.2022;32
Edgar;W04.2022;8
Edgar;W05.2022;8
Edgar;W06.2022;8
Edgar;W07.2022;8
Edgar;W08.2022;8
Edgar;W09.2022;8
Edgar;W10.2022;8
Edgar;W11.2022;8
Edgar;W12.2022;8
Edgar;W13.2022;8
Edgar;W14.2022;8
Edgar;W15.2022;8
Edgar;W16.2022;8
Edgar;W17.2022;8
Edgar;W18.2022;8
Edgar;W19.2022;8
Edgar;W20.2022;8
Edgar;W21.2022;8
Edgar;W22.2022;8
Edgar;W23.2022;8
Edgar;W24.2022;8
Edgar;W25.2022;8
Edgar;W26.2022;8
Edgar;W27.2022;8
Edgar;W28.2022;8
Edgar;W29.2022;8
Edgar;W30.2022;8
Edgar;W31.2022;8
Edgar;W32.2022;8
Edgar;W33.2022;8
Edgar;W34.2022;8
Edgar;W35.2022;8
Edgar;W36.2022;8
Edgar;W37.2022;8
Edgar;W38.2022;24
Edgar;W39.2022;24
Edgar;W40.2022;24
Edgar;W41.2022;24
Edgar;W42.2022;24
Edgar;W43.2022;24
Edgar;W44.2022;24
Edgar;W45.2022;24
Edgar;W46.2022;24
Edgar;W47.2022;24
Edgar;W48.2022;24
Edgar;W49.2022;24
Edgar;W50.2022;24
Edgar;W51.2022;24
Edgar;W52.2022;24
Edgar;W01.2023;24
Edgar;W02.2023;24
Edgar;W03.2023;24
Edgar;W04.2023;24
Edgar;W05.2023;24
Edgar;W06.2023;24
Edgar;W07.2023;24
Edgar;W08.2023;24
Edgar;W09.2023;24
Edgar;W10.2023;24
Edgar;W11.2023;24
Edgar;W12.2023;24
Edgar;W13.2023;24
Edgar;W14.2023;24
Edgar;W15.2023;24
Edgar;W16.2023;24
Edgar;W17.2023;24
Edgar;W18.2023;24
Edgar;W19.2023;24
Edgar;W20.2023;24
Edgar;W21.2023;24
Edgar;W22.2023;24
Edgar;W23.2023;24
Edgar;W24.2023;24
Edgar;W25.2023;24
Edgar;W26.2023;24
Edgar;W27.2023;24
Edgar;W28.2023;24
Edgar;W29.2023;24
Edgar;W30.2023;8
Edgar;W31.2023;8
Edgar;W32.2023;8
Edgar;W33.2023;8
Edgar;W34.2023;8
Edgar;W35.2023;24
Edgar;W36.2023;24
Edgar;W37.2023;24
Edgar;W38.2023;24
Edgar;W39.2023;24
Edgar;W40.2023;24
Edgar;W41.2023;24
Edgar;W42.2023;24
Edgar;W43.2023;24
Edgar;W44.2023;24
Edgar;W45.2023;24
Edgar;W46.2023;24
Edgar;W47.2023;24
Edgar;W48.2023;24
Edgar;W49.2023;24
Edgar;W50.2023;24
Edgar;W51.2023;24
Edgar;W52.2023;24
Simba;W01.2022;32
Simba;W02.2022;32
Simba;W03.2022;32
Simba;W04.2022;32
Simba;W05.2022;32
Simba;W06.2022;32
Simba;W07.2022;32
Simba;W08.2022;32
Simba;W09.2022;32
Simba;W10.2022;32
Simba;W11.2022;32
Simba;W12.2022;32
Simba;W13.2022;32
Simba;W14.2022;32
Simba;W15.2022;32
Simba;W16.2022;32
Simba;W17.2022;32
Simba;W18.2022;32
Simba;W19.2022;32
Simba;W20.2022;32
Simba;W21.2022;32
Simba;W22.2022;32
Simba;W23.2022;32
Simba;W24.2022;32
Simba;W25.2022;32
Simba;W26.2022;32
Simba;W27.2022;32
Simba;W28.2022;32
Simba;W29.2022;32
Simba;W30.2022;32
Simba;W31.2022;32
Simba;W32.2022;32
Simba;W33.2022;32
Simba;W34.2022;32
Simba;W35.2022;32
Simba;W36.2022;32
Simba;W37.2022;32
Simba;W38.2022;32
Simba;W39.2022;32
Simba;W40.2022;32
Simba;W41.2022;32
Simba;W42.2022;32
Simba;W43.2022;32
Simba;W44.2022;32
Simba;W45.2022;32
Simba;W46.2022;32
Simba;W47.2022;32
Simba;W48.2022;32
Simba;W49.2022;32
Simba;W50.2022;32
Simba;W51.2022;32
Simba;W52.2022;32
Simba;W01.2023;32
Simba;W02.2023;32
Simba;W03.2023;32
Simba;W04.2023;32
Simba;W05.2023;32
Simba;W06.2023;32
Simba;W07.2023;32
Simba;W08.2023;32
Simba;W09.2023;32
Simba;W10.2023;32
Simba;W11.2023;32
Simba;W12.2023;32
Simba;W13.2023;32
Simba;W14.2023;32
Simba;W15.2023;32
Simba;W16.2023;32
Simba;W17.2023;32
Simba;W18.2023;32
Simba;W19.2023;32
Simba;W20.2023;32
Simba;W21.2023;32
Simba;W22.2023;32
Simba;W23.2023;32
Simba;W24.2023;32
Simba;W25.2023;32
Simba;W26.2023;32
Simba;W27.2023;32
Simba;W28.2023;32
Simba;W29.2023;32
Simba;W30.2023;32
Simba;W31.2023;32
Simba;W32.2023;32
Simba;W33.2023;32
Simba;W34.2023;32
Simba;W35.2023;32
Simba;W36.2023;32
Simba;W37.2023;32
Simba;W38.2023;32
Simba;W39.2023;32
Simba;W40.2023;32
Simba;W41.2023;32
Simba;W42.2023;32
Simba;W43.2023;32
Simba;W44.2023;32
Simba;W45.2023;40
Simba;W46.2023;40
Simba;W47.2023;40
Simba;W48.2023;40
Simba;W49.2023;40
Simba;W50.2023;40
Simba;W51.2023;40
Simba;W52.2023;40
Aaron;W01.2022;16
Aaron;W02.2022;16
Aaron;W03.2022;16
Aaron;W04.2022;16
Aaron;W05.2022;16
Aaron;W06.2022;16
Aaron;W07.2022;16
Aaron;W08.2022;16
Aaron;W09.2022;16
Aaron;W10.2022;16
Aaron;W11.2022;16
Aaron;W12.2022;16
Aaron;W13.2022;16
Aaron;W14.2022;16
Aaron;W15.2022;16
Aaron;W16.2022;16
Aaron;W17.2022;16
Aaron;W18.2022;16
Aaron;W19.2022;16
Aaron;W20.2022;16
Aaron;W21.2022;16
Aaron;W22.2022;16
Aaron;W23.2022;16
Aaron;W24.2022;16
Aaron;W25.2022;16
Aaron;W26.2022;16
Aaron;W27.2022;16
Aaron;W28.2022;16
Aaron;W29.2022;16
Aaron;W30.2022;16
Aaron;W31.2022;16
Aaron;W32.2022;16
Aaron;W33.2022;16
Aaron;W34.2022;16
Aaron;W35.2022;16
Aaron;W36.2022;16
Aaron;W37.2022;16
Aaron;W38.2022;16
Aaron;W39.2022;16
Aaron;W40.2022;16
Aaron;W41.2022;16
Aaron;W42.2022;16
Aaron;W43.2022;16
Aaron;W44.2022;16
Aaron;W45.2022;16
Aaron;W46.2022;16
Aaron;W47.2022;16
Aaron;W48.2022;16
Aaron;W49.2022;40
Aaron;W50.2022;40
Aaron;W51.2022;40
Aaron;W52.2022;40
Aaron;W01.2023;40
Aaron;W02.2023;40
Aaron;W03.2023;40
Aaron;W04.2023;40
Aaron;W05.2023;40
Aaron;W06.2023;40
Aaron;W07.2023;40
Aaron;W08.2023;40
Aaron;W09.2023;40
Aaron;W10.2023;40
Aaron;W11.2023;40
Aaron;W12.2023;40
Aaron;W13.2023;40
Aaron;W14.2023;40
Aaron;W15.2023;40
Aaron;W16.2023;40
Aaron;W17.2023;40
Aaron;W18.2023;40
Aaron;W19.2023;40
Aaron;W20.2023;40
Aaron;W21.2023;40
Aaron;W22.2023;40
Aaron;W23.2023;40
Aaron;W24.2023;40
Aaron;W25.2023;40
Aaron;W26.2023;40
Aaron;W27.2023;40
Aaron;W28.2023;40
Aaron;W29.2023;40
Aaron;W30.2023;40
Aaron;W31.2023;40
Aaron;W32.2023;40
Aaron;W33.2023;40
Aaron;W34.2023;40
Aaron;W35.2023;40
Aaron;W36.2023;40
Aaron;W37.2023;40
Aaron;W38.2023;40
Aaron;W39.2023;40
Aaron;W40.2023;40
Aaron;W41.2023;40
Aaron;W42.2023;40
Aaron;W43.2023;40
Aaron;W44.2023;40
Aaron;W45.2023;40
Aaron;W46.2023;40
Aaron;W47.2023;40
Aaron;W48.2023;40
Aaron;W49.2023;40
Aaron;W50.2023;40
Aaron;W51.2023;40
Aaron;W52.2023;40
Elvis;W01.2022;40
Elvis;W02.2022;40
Elvis;W03.2022;40
Elvis;W04.2022;40
Elvis;W05.2022;40
Elvis;W06.2022;40
Elvis;W07.2022;40
Elvis;W08.2022;40
Elvis;W09.2022;40
Elvis;W10.2022;40
Elvis;W11.2022;40
Elvis;W12.2022;40
Elvis;W13.2022;40
Elvis;W14.2022;40
Elvis;W15.2022;40
Elvis;W16.2022;40
Elvis;W17.2022;40
Elvis;W18.2022;40
Elvis;W19.2022;40
Elvis;W20.2022;40
Elvis;W21.2022;40
Elvis;W22.2022;40
Elvis;W23.2022;40
Elvis;W24.2022;40
Elvis;W25.2022;16
Elvis;W26.2022;16
Elvis;W27.2022;16
Elvis;W28.2022;16
Elvis;W29.2022;16
Elvis;W30.2022;16
Elvis;W31.2022;16
Elvis;W32.2022;16
Elvis;W33.2022;16
Elvis;W34.2022;16
Elvis;W35.2022;16
Elvis;W36.2022;16
Elvis;W37.2022;16
Elvis;W38.2022;16
Elvis;W39.2022;16
Elvis;W40.2022;16
Elvis;W41.2022;16
Elvis;W42.2022;16
Elvis;W43.2022;16
Elvis;W44.2022;16
Elvis;W45.2022;16
Elvis;W46.2022;16
Elvis;W47.2022;16
Elvis;W48.2022;16
Elvis;W49.2022;16
Elvis;W50.2022;16
Elvis;W51.2022;16
Elvis;W52.2022;16
Elvis;W01.2023;16
Elvis;W02.2023;16
Elvis;W03.2023;16
Elvis;W04.2023;16
Elvis;W05.2023;16
Elvis;W06.2023;16
Elvis;W07.2023;16
Elvis;W08.2023;16
Elvis;W09.2023;16
Elvis;W10.2023;16
Elvis;W11.2023;16
Elvis;W12.2023;16
Elvis;W13.2023;16
Elvis;W14.2023;16
Elvis;W15.2023;16
Elvis;W16.2023;16
Elvis;W17.2023;16
Elvis;W18.2023;16
Elvis;W19.2023;16
Elvis;W20.2023;16
Elvis;W21.2023;16
Elvis;W22.2023;16
Elvis;W23.2023;16
Elvis;W24.2023;16
Elvis;W25.2023;8
Elvis;W26.2023;8
Elvis;W27.2023;32
Elvis;W28.2023;32
Elvis;W29.2023;32
Elvis;W30.2023;32
Elvis;W31.2023;32
Elvis;W32.2023;32
Elvis;W33.2023;32
Elvis;W34.2023;32
Elvis;W35.2023;32
Elvis;W36.2023;32
Elvis;W37.2023;32
Elvis;W38.2023;32
Elvis;W39.2023;32
Elvis;W40.2023;32
Elvis;W41.2023;32
Elvis;W42.2023;32
Elvis;W43.2023;32
Elvis;W44.2023;32
Elvis;W45.2023;24
Elvis;W46.2023;24
Elvis;W47.2023;24
Elvis;W48.2023;24
Elvis;W49.2023;24
Elvis;W50.2023;24
Elvis;W51.2023;24
Elvis;W52.2023;24
Bowie;W01.2022;32
Bowie;W02.2022;32
Bowie;W03.2022;32
Bowie;W04.2022;32
Bowie;W05.2022;32
Bowie;W06.2022;32
Bowie;W07.2022;32
Bowie;W08.2022;32
Bowie;W09.2022;32
Bowie;W10.2022;32
Bowie;W11.2022;32
Bowie;W12.2022;32
Bowie;W13.2022;32
Bowie;W14.2022;32
Bowie;W15.2022;32
Bowie;W16.2022;32
Bowie;W17.2022;32
Bowie;W18.2022;32
Bowie;W19.2022;32
Bowie;W20.2022;32
Bowie;W21.2022;32
Bowie;W22.2022;32
Bowie;W23.2022;32
Bowie;W24.2022;32
Bowie;W25.2022;32
Bowie;W26.2022;32
Bowie;W27.2022;32
Bowie;W28.2022;32
Bowie;W29.2022;32
Bowie;W30.2022;32
Bowie;W31.2022;32
Bowie;W32.2022;32
Bowie;W33.2022;32
Bowie;W34.2022;32
Bowie;W35.2022;32
Bowie;W36.2022;32
Bowie;W37.2022;32
Bowie;W38.2022;32
Bowie;W39.2022;32
Bowie;W40.2022;32
Bowie;W41.2022;32
Bowie;W42.2022;32
Bowie;W43.2022;32
Bowie;W44.2022;32
Bowie;W45.2022;32
Bowie;W46.2022;32
Bowie;W47.2022;32
Bowie;W48.2022;32
Bowie;W49.2022;32
Bowie;W50.2022;32
Bowie;W51.2022;32
Bowie;W52.2022;32
Bowie;W01.2023;32
Bowie;W02.2023;32
Bowie;W03.2023;32
Bowie;W04.2023;32
Bowie;W05.2023;32
Bowie;W06.2023;32
Bowie;W07.2023;32
Bowie;W08.2023;32
Bowie;W09.2023;32
Bowie;W10.2023;32
Bowie;W11.2023;32
Bowie;W12.2023;32
Bowie;W13.2023;32
Bowie;W14.2023;32
Bowie;W15.2023;32
Bowie;W16.2023;32
Bowie;W17.2023;32
Bowie;W18.2023;32
Bowie;W19.2023;32
Bowie;W20.2023;32
Bowie;W21.2023;32
Bowie;W22.2023;32
Bowie;W23.2023;32
Bowie;W24.2023;32
Bowie;W25.2023;32
Bowie;W26.2023;32
Bowie;W27.2023;32
Bowie;W28.2023;32
Bowie;W29.2023;32
Bowie;W30.2023;32
Bowie;W31.2023;32
Bowie;W32.2023;32
Bowie;W33.2023;32
Bowie;W34.2023;32
Bowie;W35.2023;32
Bowie;W36.2023;32
Bowie;W37.2023;40
Bowie;W38.2023;40
Bowie;W39.2023;40
Bowie;W40.2023;40
Bowie;W41.2023;40
Bowie;W42.2023;40
Bowie;W43.2023;40
Bowie;W44.2023;40
Bowie;W45.2023;40
Bowie;W46.2023;40
Bowie;W47.2023;40
Bowie;W48.2023;40
Bowie;W49.2023;40
Bowie;W50.2023;40
Bowie;W51.2023;40
Bowie;W52.2023;40
Randall;W01.2022;24
Randall;W02.2022;24
Randall;W03.2022;24
Randall;W04.2022;24
Randall;W05.2022;24
Randall;W06.2022;24
Randall;W07.2022;24
Randall;W08.2022;24
Randall;W09.2022;24
Randall;W10.2022;24
Randall;W11.2022;24
Randall;W12.2022;24
Randall;W13.2022;24
Randall;W14.2022;24
Randall;W15.2022;24
Randall;W16.2022;24
Randall;W17.2022;24
Randall;W18.2022;24
Randall;W19.2022;24
Randall;W20.2022;24
Randall;W21.2022;24
Randall;W22.2022;24
Randall;W23.2022;24
Randall;W24.2022;24
Randall;W25.2022;24
Randall;W26.2022;24
Randall;W27.2022;24
Randall;W28.2022;24
Randall;W29.2022;24
Randall;W30.2022;24
Randall;W31.2022;24
Randall;W32.2022;24
Randall;W33.2022;24
Randall;W34.2022;24
Randall;W35.2022;24
Randall;W36.2022;24
Randall;W37.2022;24
Randall;W38.2022;24
Randall;W39.2022;24
Randall;W40.2022;24
Randall;W41.2022;24
Randall;W42.2022;24
Randall;W43.2022;24
Randall;W44.2022;24
Randall;W45.2022;24
Randall;W46.2022;24
Randall;W47.2022;24
Randall;W48.2022;24
Randall;W49.2022;24
Randall;W50.2022;24
Randall;W51.2022;24
Randall;W52.2022;24
Randall;W01.2023;24
Randall;W02.2023;24
Randall;W03.2023;24
Randall;W04.2023;24
Randall;W05.2023;24
Randall;W06.2023;24
Randall;W07.2023;24
Randall;W08.2023;24
Randall;W09.2023;24
Randall;W10.2023;24
Randall;W11.2023;24
Randall;W12.2023;24
Randall;W13.2023;24
Randall;W14.2023;24
Randall;W15.2023;24
Randall;W16.2023;24
Randall;W17.2023;24
Randall;W18.2023;24
Randall;W19.2023;24
Randall;W20.2023;24
Randall;W21.2023;24
Randall;W22.2023;24
Randall;W23.2023;24
Randall;W24.2023;24
Randall;W25.2023;24
Randall;W26.2023;24
Randall;W27.2023;24
Randall;W28.2023;24
Randall;W29.2023;24
Randall;W30.2023;24
Randall;W31.2023;24
Randall;W32.2023;24
Randall;W33.2023;24
Randall;W34.2023;24
Randall;W35.2023;24
Randall;W36.2023;24
Randall;W37.2023;24
Randall;W38.2023;24
Randall;W39.2023;24
Randall;W40.2023;24
Randall;W41.2023;24
Randall;W42.2023;24
Randall;W43.2023;24
Randall;W44.2023;24
Randall;W45.2023;24
Randall;W46.2023;24
Randall;W47.2023;24
Randall;W48.2023;24
Randall;W49.2023;24
Randall;W50.2023;24
Randall;W51.2023;24
Randall;W52.2023;24
Jack;W01.2022;40
Jack;W02.2022;40
Jack;W03.2022;40
Jack;W04.2022;40
Jack;W05.2022;40
Jack;W06.2022;40
Jack;W07.2022;40
Jack;W08.2022;40
Jack;W09.2022;40
Jack;W10.2022;40
Jack;W11.2022;40
Jack;W12.2022;40
Jack;W13.2022;40
Jack;W14.2022;40
Jack;W15.2022;40
Jack;W16.2022;40
Jack;W17.2022;40
Jack;W18.2022;40
Jack;W19.2022;40
Jack;W20.2022;40
Jack;W21.2022;40
Jack;W22.2022;40
Jack;W23.2022;40
Jack;W24.2022;40
Jack;W25.2022;40
Jack;W26.2022;40
Jack;W27.2022;40
Jack;W28.2022;40
Jack;W29.2022;40
Jack;W30.2022;40
Jack;W31.2022;40
Jack;W32.2022;40
Jack;W33.2022;40
